B_mean,G_mean,R_mean,B_std,G_std,R_std,H_mean,S_mean,V_mean,H_std,S_std,V_std
201.61374026547279,169.8279156288426,2.0780023331336506,20.144180511788587,29.808967836686836,6.748316406615481,94.96345808241637,252.5788483568223,201.61393994808253,2.047075386443218,7.512749540787936,20.144355202030777
